EVENT;FIGHTER_LOSE;FIGHTER_WIN;METHOD;METHOD_DESC;ROUND;TIME;DATE
WEC 33: Marshall vs. Stann;Doug Marshall;Brian Stann;KO/TKO;Punch;1;1:35;Mar. 26, 2008
WEC 33: Marshall vs. Stann;Bryan Baker;Chael Sonnen;U. DEC;;3;5:00;Mar. 26, 2008
WEC 33: Marshall vs. Stann;Ed Ratcliff;Marcus Hicks;SUB;Guillotine Choke;1;1:42;Mar. 26, 2008
WEC 33: Marshall vs. Stann;Tim McKenzie;Steve Cantwell;SUB;Rear Naked Choke;1;2:13;Mar. 26, 2008
WEC 33: Marshall vs. Stann;Blas Avena;Hiromitsu Miura;KO/TKO;Punches;1;2:35;Mar. 26, 2008
WEC 33: Marshall vs. Stann;John Alessio;Brock Larson;DQ;Illegal Kick on Ground...;1;1:50;Mar. 26, 2008
WEC 33: Marshall vs. Stann;Sergio Gomez;Richard Crunkilton;U. DEC;;3;5:00;Mar. 26, 2008
WEC 33: Marshall vs. Stann;Ryan Stonitsch;Alex Serdyukov;SUB;Triangle Choke;1;1:35;Mar. 26, 2008
WEC 33: Marshall vs. Stann;Kenji Osawa;Chris Manuel;S. DEC;;3;5:00;Mar. 26, 2008
WEC 33: Marshall vs. Stann;Scott Harper;Logan Clark;KO/TKO;Punches;1;4:37;Mar. 26, 2008
WEC 34: Faber vs. Pulver;Jens Pulver;Urijah Faber;U. DEC;;5;5:00;Jun. 1, 2008
WEC 34: Faber vs. Pulver;Yoshiro Maeda;Miguel Torres;Dr's Stoppage;Eye Injury;3;5:00;Jun. 1, 2008
WEC 34: Faber vs. Pulver;Chuck Grigsby;Mark Munoz;KO/TKO;Punches;1;4:15;Jun. 1, 2008
WEC 34: Faber vs. Pulver;Kenneth Alexander;Rob McCullough;S. DEC;;3;5:00;Jun. 1, 2008
WEC 34: Faber vs. Pulver;Danny Castillo;Donald Cerrone;SUB;Armbar;1;1:30;Jun. 1, 2008
WEC 34: Faber vs. Pulver;Jeff Curran;Mike Brown;U. DEC;;3;5:00;Jun. 1, 2008
WEC 34: Faber vs. Pulver;Chase Beebe;Will Ribeiro;S. DEC;;3;5:00;Jun. 1, 2008
WEC 34: Faber vs. Pulver;Jeremy Lang;Tim McKenzie;SUB;Guillotine Choke;3;0:40;Jun. 1, 2008
WEC 34: Faber vs. Pulver;Luis Santos;Alex Serdyukov;KO/TKO;Corner Stoppage;1;5:00;Jun. 1, 2008
WEC 34: Faber vs. Pulver;Alexandre Franca Nogueira;Jose Aldo;KO/TKO;Elbows;2;3:22;Jun. 1, 2008
WEC 34: Faber vs. Pulver;Charlie Valencia;Dominick Cruz;U. DEC;;3;5:00;Jun. 1, 2008
WEC 35: Condit vs. Miura;Hiromitsu Miura;Carlos Condit;KO/TKO;Knee;4;4:43;Aug. 3, 2008
WEC 35: Condit vs. Miura;Brian Stann;Steve Cantwell;KO/TKO;Punch;2;4:01;Aug. 3, 2008
WEC 35: Condit vs. Miura;Marcus Hicks;Jamie Varner;KO/TKO;Punches;1;2:08;Aug. 3, 2008
WEC 35: Condit vs. Miura;Damacio Page;Brian Bowles;SUB;Guillotine Choke;1;3:30;Aug. 3, 2008
WEC 35: Condit vs. Miura;Micah Miller;Josh Grispi;KO/TKO;Punch;1;0:50;Aug. 3, 2008
WEC 35: Condit vs. Miura;Carlo Prater;Brock Larson;KO/TKO;Punch;1;0:37;Aug. 3, 2008
WEC 35: Condit vs. Miura;Dave Terrel;Blas Avena;KO/TKO;Punches;1;1:07;Aug. 3, 2008
WEC 35: Condit vs. Miura;Todd Moore;Shane Roller;SUB;Guillotine Choke;1;3:00;Aug. 3, 2008
WEC 35: Condit vs. Miura;Greg McIntyre;Mike Budnik;SUB;Triangle Choke;3;3:21;Aug. 3, 2008
WEC 35: Condit vs. Miura;Kenji Osawa;Scott Jorgensen;U. DEC;;3;5:00;Aug. 3, 2008
WEC 36: Faber vs. Brown;Urijah Faber;Mike Brown;KO/TKO;Punches;1;2:23;Nov. 5, 2008
WEC 36: Faber vs. Brown;Paulo Filho;Chael Sonnen;U. DEC;;3;5:00;Nov. 5, 2008
WEC 36: Faber vs. Brown;Jens Pulver;Leonard Garcia;KO/TKO;Punches;1;1:12;Nov. 5, 2008
WEC 36: Faber vs. Brown;Nissen Osterneck;Jake Rosholt;KO/TKO;Punches;2;3:48;Nov. 5, 2008
WEC 36: Faber vs. Brown;Rob McCullough;Donald Cerrone;U. DEC;;3;5:00;Nov. 5, 2008
WEC 36: Faber vs. Brown;David Avellan;Aaron Simpson;KO/TKO;Punch;1;0:18;Nov. 5, 2008
WEC 36: Faber vs. Brown;Jonathan Brookins;Jose Aldo;KO/TKO;Punch;3;0:45;Nov. 5, 2008
WEC 36: Faber vs. Brown;Steve Steinbeiss;Carmelo Marrero;S. DEC;;3;5:00;Nov. 5, 2008
WEC 36: Faber vs. Brown;Rafael Dias;Danny Castillo;KO/TKO;Punches;2;2:54;Nov. 5, 2008
WEC 36: Faber vs. Brown;Yoshiro Maeda;Rani Yahya;SUB;Guillotine Choke;1;3:30;Nov. 5, 2008
WEC 37: Torres vs. Tapia;Manny Tapia;Miguel Torres;KO/TKO;Punches;2;3:04;Dec. 3, 2008
WEC 37: Torres vs. Tapia;Akitoshi Tamura;Wagnney Fabiano;SUB;Arm Triangle;3;4:48;Dec. 3, 2008
WEC 37: Torres vs. Tapia;Will Ribeiro;Brian Bowles;SUB;Guillotine Choke;3;1:11;Dec. 3, 2008
WEC 37: Torres vs. Tapia;Danny Martinez;Joseph Benavidez;U. DEC;;3;5:00;Dec. 3, 2008
WEC 37: Torres vs. Tapia;Justin Haskins;Johny Hendricks;KO/TKO;Punches;2;0:52;Dec. 3, 2008
WEC 37: Torres vs. Tapia;Ricardo Barros;Mark Munoz;KO/TKO;Punches;1;2:26;Dec. 3, 2008
WEC 37: Torres vs. Tapia;Cole Province;Diego Nunes;U. DEC;;3;5:00;Dec. 3, 2008
WEC 37: Torres vs. Tapia;Alex Karalexis;Bart Palaszewski;KO/TKO;Punch;2;1:11;Dec. 3, 2008
WEC 37: Torres vs. Tapia;Hiroyuki Takaya;Cub Swanson;U. DEC;;3;5:00;Dec. 3, 2008
WEC 37: Torres vs. Tapia;Mike Budnik;Shane Roller;SUB;Guillotine Choke;1;1:01;Dec. 3, 2008
WEC 38: Varner vs. Cerrone;Donald Cerrone;Jamie Varner;S. DEC;;5;1:48;Jan. 25, 2009
WEC 38: Varner vs. Cerrone;Jens Pulver;Urijah Faber;SUB;Guillotine Choke;1;1:34;Jan. 25, 2009
WEC 38: Varner vs. Cerrone;Mike Campbell;Danillo Villefort;KO/TKO;Punches;1;3:53;Jan. 25, 2009
WEC 38: Varner vs. Cerrone;Rolando Perez;Jose Aldo;KO/TKO;Knee;1;4:15;Jan. 25, 2009
WEC 38: Varner vs. Cerrone;Anthony Njokuani;Benson Henderson;SUB;Guillotine Choke;2;0:42;Jan. 25, 2009
WEC 38: Varner vs. Cerrone;Hiromitsu Miura;Edgar Garcia;KO/TKO;Punches;1;1:18;Jan. 25, 2009
WEC 38: Varner vs. Cerrone;Ian McCall;Dominick Cruz;U. DEC;;3;5:00;Jan. 25, 2009
WEC 38: Varner vs. Cerrone;Frank Gomez;Scott Jorgensen;SUB;Guillotine Choke;1;1:09;Jan. 25, 2009
WEC 38: Varner vs. Cerrone;Blas Avena;Jesse Lennox;KO/TKO;Punches;2;0:41;Jan. 25, 2009
WEC 38: Varner vs. Cerrone;Seth Dikun;Charlie Valencia;U. DEC;;3;5:00;Jan. 25, 2009
WEC 39: Brown vs. Garcia;Leonard Garcia;Mike Brown;SUB;Arm Triangle;1;1:57;Mar. 1, 2009
WEC 39: Brown vs. Garcia;Bart Palaszewski;Ricardo Lamas;U. DEC;;3;5:00;Mar. 1, 2009
WEC 39: Brown vs. Garcia;Chris Mickle;Jose Aldo;KO/TKO;Punches;1;1:39;Mar. 1, 2009
WEC 39: Brown vs. Garcia;Marcus Hicks;Rob McCullough;M. DEC;;3;5:00;Mar. 1, 2009
WEC 39: Brown vs. Garcia;Phil Cardella;Danny Castillo;S. DEC;;3;5:00;Mar. 1, 2009
WEC 39: Brown vs. Garcia;Marcos Galvao;Damacio Page;KO/TKO;Punches;1;0:18;Mar. 1, 2009
WEC 39: Brown vs. Garcia;Alex Serdyukov;Johny Hendricks;U. DEC;;3;5:00;Mar. 1, 2009
WEC 39: Brown vs. Garcia;Rafael Rebello;Kenji Osawa;S. DEC;;3;5:00;Mar. 1, 2009
WEC 39: Brown vs. Garcia;Greg McIntyre;Alex Karalexis;KO/TKO;Punches;1;4:19;Mar. 1, 2009
WEC 39: Brown vs. Garcia;Mike Budnik;John Franchi;S. DEC;;3;5:00;Mar. 1, 2009
WEC 39: Brown vs. Garcia;Justin Haskins;Mike Pierce;KO/TKO;Punch;3;2:39;Mar. 1, 2009
WEC 3: All or Nothing;Glover Teixeira;Eric Schwartz;KO/TKO;;2;3:33;Jun. 7, 2002
WEC 40: Torres vs. Mizugaki;Takeya Mizugaki;Miguel Torres;U. DEC;;5;5:00;Apr. 5, 2009
WEC 40: Torres vs. Mizugaki;Jeff Curran;Joseph Benavidez;U. DEC;;3;5:00;Apr. 5, 2009
WEC 40: Torres vs. Mizugaki;Shane Roller;Benson Henderson;KO/TKO;Punches;1;1:41;Apr. 5, 2009
WEC 40: Torres vs. Mizugaki;Jameel Massouh;Raphael Assuncao;U. DEC;;3;5:00;Apr. 5, 2009
WEC 40: Torres vs. Mizugaki;Bart Palaszewski;Anthony Njokuani;KO/TKO;Punch;2;0:27;Apr. 5, 2009
WEC 40: Torres vs. Mizugaki;Ivan Lopez;Dominick Cruz;U. DEC;;3;3:24;Apr. 5, 2009
WEC 40: Torres vs. Mizugaki;Fredson Paixao;Wagnney Fabiano;U. DEC;;3;5:00;Apr. 5, 2009
WEC 40: Torres vs. Mizugaki;Eddie Wineland;Rani Yahya;SUB;Rear Naked Choke;1;1:07;Apr. 5, 2009
WEC 40: Torres vs. Mizugaki;Manny Tapia;Akitoshi Tamura;U. DEC;;3;5:00;Apr. 5, 2009
WEC 40: Torres vs. Mizugaki;Mike Budnik;Rafael Dias;U. DEC;;3;5:00;Apr. 5, 2009
WEC 41: Brown vs. Faber 2;Urijah Faber;Mike Brown;U. DEC;;5;5:00;Jun. 7, 2009
WEC 41: Brown vs. Faber 2;Cub Swanson;Jose Aldo;KO/TKO;Flying Knee;1;0:08;Jun. 7, 2009
WEC 41: Brown vs. Faber 2;James Krause;Donald Cerrone;SUB;Rear Naked Choke;1;4:38;Jun. 7, 2009
WEC 41: Brown vs. Faber 2;Jens Pulver;Josh Grispi;SUB;Guillotine Choke;1;0:33;Jun. 7, 2009
WEC 41: Brown vs. Faber 2;John Franchi;Manvel Gamburyan;U. DEC;;3;5:00;Jun. 7, 2009
WEC 41: Brown vs. Faber 2;Kyle Dietz;Rafael Rebello;SUB;Rear Naked Choke;1;1:55;Jun. 7, 2009
WEC 41: Brown vs. Faber 2;Mike Campbell;Anthony Pettis;SUB;Triangle Choke;1;1:49;Jun. 7, 2009
WEC 41: Brown vs. Faber 2;Scott Jorgensen;Antonio Banuelos;S. DEC;;3;5:00;Jun. 7, 2009
WEC 41: Brown vs. Faber 2;Noah Thomas;Frank Gomez;SUB;Arm Triangle;2;3:12;Jun. 7, 2009
WEC 41: Brown vs. Faber 2;Rolando Perez;Seth Dikun;SUB;Triangle Choke;1;2:30;Jun. 7, 2009
WEC 42: Torres vs. Bowles;Miguel Torres;Brian Bowles;KO/TKO;Punch;1;3:57;Aug. 9, 2009
WEC 42: Torres vs. Bowles;Joseph Benavidez;Dominick Cruz;U. DEC;;3;5:00;Aug. 9, 2009
WEC 42: Torres vs. Bowles;Ricardo Lamas;Danny Castillo;KO/TKO;Punch;2;4:15;Aug. 9, 2009
WEC 42: Torres vs. Bowles;Jeff Curran;Takeya Mizugaki;S. DEC;;3;5:00;Aug. 9, 2009
WEC 42: Torres vs. Bowles;Jameel Massouh;Leonard Garcia;S. DEC;;3;5:00;Aug. 9, 2009
WEC 42: Torres vs. Bowles;Fredson Paixao;Cole Province;U. DEC;;3;5:00;Aug. 9, 2009
WEC 42: Torres vs. Bowles;Marcus Hicks;Shane Roller;U. DEC;;3;5:00;Aug. 9, 2009
WEC 42: Torres vs. Bowles;Phil Cardella;Ed Ratcliff;U. DEC;;3;5:00;Aug. 9, 2009
WEC 42: Torres vs. Bowles;John Hosman;Rani Yahya;SUB;North-South Choke;1;2:08;Aug. 9, 2009
WEC 42: Torres vs. Bowles;Rafael Dias;Diego Nunes;U. DEC;;3;5:00;Aug. 9, 2009
WEC 42: Torres vs. Bowles;Javier Vazquez;LC Davis;S. DEC;;3;5:00;Aug. 9, 2009
WEC 43: Cerrone vs. Henderson;Donald Cerrone;Benson Henderson;U. DEC;;5;5:00;Oct. 10, 2009
WEC 43: Cerrone vs. Henderson;Richard Crunkilton;Dave Jansen;U. DEC;;3;5:00;Oct. 10, 2009
WEC 43: Cerrone vs. Henderson;Yves Jabouin;Raphael Assuncao;S. DEC;;3;5:00;Oct. 10, 2009
WEC 43: Cerrone vs. Henderson;Will Campuzano;Damacio Page;SUB;Rear Naked Choke;1;1:02;Oct. 10, 2009
WEC 43: Cerrone vs. Henderson;Muhsin Corbbrey;Anthony Njokuani;KO/TKO;Punches;2;1:42;Oct. 10, 2009
WEC 43: Cerrone vs. Henderson;Noah Thomas;Scott Jorgensen;KO/TKO;Elbows;1;3:13;Oct. 10, 2009
WEC 43: Cerrone vs. Henderson;Wagnney Fabiano;Mackens Semerzier;SUB;Triangle Choke;1;2:14;Oct. 10, 2009
WEC 43: Cerrone vs. Henderson;Manny Tapia;Eddie Wineland;U. DEC;;3;5:00;Oct. 10, 2009
WEC 43: Cerrone vs. Henderson;Coty Wheeler;Charlie Valencia;U. DEC;;3;5:00;Oct. 10, 2009
WEC 43: Cerrone vs. Henderson;Javier Vazquez;Deividas Taurosevicius;S. DEC;;3;5:00;Oct. 10, 2009
WEC 44: Brown vs. Aldo;Mike Brown;Jose Aldo;KO/TKO;Punches;2;1:20;Nov. 18, 2009
WEC 44: Brown vs. Aldo;Leonard Garcia;Manvel Gamburyan;U. DEC;;3;5:00;Nov. 18, 2009
WEC 44: Brown vs. Aldo;Rob McCullough;Karen Darabedyan;S. DEC;;3;5:00;Nov. 18, 2009
WEC 44: Brown vs. Aldo;Danny Castillo;Shane Roller;SUB;Rear Naked Choke;3;3:32;Nov. 18, 2009
WEC 44: Brown vs. Aldo;Will Kerr;Kamal Shalorus;KO/TKO;;1;1:26;Nov. 18, 2009
WEC 44: Brown vs. Aldo;Diego Nunes;LC Davis;U. DEC;;3;5:00;Nov. 18, 2009
WEC 44: Brown vs. Aldo;John Franchi;Cub Swanson;SUB;Guillotine Choke;3;4:50;Nov. 18, 2009
WEC 44: Brown vs. Aldo;Kenji Osawa;Antonio Banuelos;U. DEC;;3;5:00;Nov. 18, 2009
WEC 44: Brown vs. Aldo;James Krause;Ricardo Lamas;U. DEC;;3;5:00;Nov. 18, 2009
WEC 44: Brown vs. Aldo;Seth Dikun;Frank Gomez;U. DEC;;3;5:00;Nov. 18, 2009
WEC 45: Cerrone vs. Ratcliff;Ed Ratcliff;Donald Cerrone;SUB;Rear Naked Choke;3;3:47;Dec. 19, 2009
WEC 45: Cerrone vs. Ratcliff;Chris Horodecki;Anthony Njokuani;KO/TKO;Kick;1;3:33;Dec. 19, 2009
WEC 45: Cerrone vs. Ratcliff;Rani Yahya;Joseph Benavidez;KO/TKO;;1;1:35;Dec. 19, 2009
WEC 45: Cerrone vs. Ratcliff;Takeya Mizugaki;Scott Jorgensen;U. DEC;;3;5:00;Dec. 19, 2009
WEC 45: Cerrone vs. Ratcliff;Anthony Pettis;Bart Palaszewski;S. DEC;;3;5:00;Dec. 19, 2009
WEC 45: Cerrone vs. Ratcliff;Muhsin Corbbrey;Zachary Micklewright;U. DEC;;3;5:00;Dec. 19, 2009
WEC 45: Cerrone vs. Ratcliff;John Hosman;Chad George;U. DEC;;3;5:00;Dec. 19, 2009
WEC 45: Cerrone vs. Ratcliff;Courtney Buck;Brandon Visher;KO/TKO;Punches;1;4:45;Dec. 19, 2009
WEC 45: Cerrone vs. Ratcliff;Kyle Dietz;Brad Pickett;SUB;Peruvian Necktie;2;4:36;Dec. 19, 2009
WEC 45: Cerrone vs. Ratcliff;Jameel Massouh;Erik Koch;U. DEC;;3;5:00;Dec. 19, 2009
WEC 46: Varner vs. Henderson;Jamie Varner;Benson Henderson;SUB;Guillotine Choke;3;2:41;Jan. 10, 2010
WEC 46: Varner vs. Henderson;Raphael Assuncao;Urijah Faber;SUB;Rear Naked Choke;3;3:49;Jan. 10, 2010
WEC 46: Varner vs. Henderson;Dave Jansen;Kamal Shalorus;U. DEC;;3;5:00;Jan. 10, 2010
WEC 46: Varner vs. Henderson;Anthony Morrison;Mike Brown;SUB;Rear Naked Choke;1;1:54;Jan. 10, 2010
WEC 46: Varner vs. Henderson;Mackens Semerzier;Deividas Taurosevicius;U. DEC;;3;5:00;Jan. 10, 2010
WEC 46: Varner vs. Henderson;Akitoshi Tamura;Charlie Valencia;S. DEC;;3;5:00;Jan. 10, 2010
WEC 46: Varner vs. Henderson;Clint Godfrey;Wagnney Fabiano;U. DEC;;3;5:00;Jan. 10, 2010
WEC 46: Varner vs. Henderson;Bryan Caraway;Mark Hominick;SUB;Armbar;1;3:48;Jan. 10, 2010
WEC 46: Varner vs. Henderson;George Roop;Eddie Wineland;U. DEC;;3;5:00;Jan. 10, 2010
WEC 46: Varner vs. Henderson;Coty Wheeler;Will Campuzano;U. DEC;;3;5:00;Jan. 10, 2010
WEC 47: Bowles vs. Cruz;Brian Bowles;Dominick Cruz;Dr's Stoppage;Hand Injury;2;5:00;Mar. 6, 2010
WEC 47: Bowles vs. Cruz;Miguel Torres;Joseph Benavidez;SUB;Guillotine Choke;2;2:57;Mar. 6, 2010
WEC 47: Bowles vs. Cruz;Jens Pulver;Javier Vazquez;SUB;Armbar;1;3:41;Mar. 6, 2010
WEC 47: Bowles vs. Cruz;Deividas Taurosevicius;LC Davis;M. DEC;;3;5:00;Mar. 6, 2010
WEC 47: Bowles vs. Cruz;Karen Darabedyan;Bart Palaszewski;SUB;Armbar;1;4:40;Mar. 6, 2010
WEC 47: Bowles vs. Cruz;Chad George;Scott Jorgensen;SUB;Guillotine Choke;1;0:31;Mar. 6, 2010
WEC 47: Bowles vs. Cruz;Erik Koch;Chad Mendes;U. DEC;;3;5:00;Mar. 6, 2010
WEC 47: Bowles vs. Cruz;Danny Castillo;Anthony Pettis;KO/TKO;Kick;1;2:17;Mar. 6, 2010
WEC 47: Bowles vs. Cruz;George Roop;Leonard Garcia;S. DEC;;3;5:00;Mar. 6, 2010
WEC 47: Bowles vs. Cruz;Courtney Buck;Fredson Paixao;SUB;Rear Naked Choke;1;2:39;Mar. 6, 2010
WEC 47: Bowles vs. Cruz;Bendy Casimir;Ricardo Lamas;KO/TKO;Flying Knee;1;3:43;Mar. 6, 2010
WEC 48: Aldo vs. Faber;Urijah Faber;Jose Aldo;U. DEC;;5;5:00;Apr. 24, 2010
WEC 48: Aldo vs. Faber;Donald Cerrone;Benson Henderson;SUB;Guillotine Choke;1;1:57;Apr. 24, 2010
WEC 48: Aldo vs. Faber;Mike Brown;Manvel Gamburyan;KO/TKO;Punch;1;2:22;Apr. 24, 2010
WEC 48: Aldo vs. Faber;Anthony Njokuani;Shane Roller;SUB;Rear Naked Choke;1;3:07;Apr. 24, 2010
WEC 48: Aldo vs. Faber;Antonio Banuelos;Scott Jorgensen;U. DEC;;3;5:00;Apr. 24, 2010
WEC 48: Aldo vs. Faber;Chan Sung Jung;Leonard Garcia;S. DEC;;3;5:00;Apr. 24, 2010
WEC 48: Aldo vs. Faber;Alex Karalexis;Anthony Pettis;SUB;Triangle Choke;2;1:35;Apr. 24, 2010
WEC 48: Aldo vs. Faber;Demetrious Johnson;Brad Pickett;U. DEC;;3;5:00;Apr. 24, 2010
WEC 48: Aldo vs. Faber;Anthony Morrison;Chad Mendes;SUB;Guillotine Choke;1;2:13;Apr. 24, 2010
WEC 48: Aldo vs. Faber;Rani Yahya;Takeya Mizugaki;U. DEC;;3;5:00;Apr. 24, 2010
WEC 48: Aldo vs. Faber;Brandon Visher;Tyler Toner;KO/TKO;Punch;1;2:36;Apr. 24, 2010
WEC 49: Varner vs. Shalorus;Jamie Varner;Kamal Shalorus;S. DEC;;3;5:00;Jun. 20, 2010
WEC 49: Varner vs. Shalorus;Yves Jabouin;Mark Hominick;KO/TKO;Punches;2;3:21;Jun. 20, 2010
WEC 49: Varner vs. Shalorus;LC Davis;Josh Grispi;SUB;Guillotine Choke;1;2:33;Jun. 20, 2010
WEC 49: Varner vs. Shalorus;Danny Downes;Chris Horodecki;SUB;Rear Naked Choke;3;1:09;Jun. 20, 2010
WEC 49: Varner vs. Shalorus;Will Campuzano;Eddie Wineland;KO/TKO;Punch;2;4:44;Jun. 20, 2010
WEC 49: Varner vs. Shalorus;Karen Darabedyan;Will Kerr;SUB;Armbar;1;1:20;Jun. 20, 2010
WEC 49: Varner vs. Shalorus;Frank Gomez;Wagnney Fabiano;U. DEC;;3;5:00;Jun. 20, 2010
WEC 49: Varner vs. Shalorus;Bendy Casimir;Erik Koch;SUB;Triangle Choke;1;3:01;Jun. 20, 2010
WEC 49: Varner vs. Shalorus;Raphael Assuncao;Diego Nunes;S. DEC;;3;5:00;Jun. 20, 2010
WEC 49: Varner vs. Shalorus;Rafael Rebello;Chris Cariaso;U. DEC;;3;5:00;Jun. 20, 2010
WEC 49: Varner vs. Shalorus;Anthony Leone;Renan Barao;SUB;Armbar;3;2:29;Jun. 20, 2010
WEC 4: Rumble Under the Sun;Mac Danzig;Kurt Pellegrino;U. DEC;;3;5:00;Aug. 31, 2002
WEC 4: Rumble Under the Sun;James Gabert;Mike Swick;U. DEC;;3;5:00;Aug. 31, 2002
WEC 50: Cruz vs. Benavidez;Joseph Benavidez;Dominick Cruz;S. DEC;;5;5:00;Aug. 18, 2010
WEC 50: Cruz vs. Benavidez;Shane Roller;Anthony Pettis;SUB;Triangle Choke;3;4:51;Aug. 18, 2010
WEC 50: Cruz vs. Benavidez;Cub Swanson;Chad Mendes;U. DEC;;3;5:00;Aug. 18, 2010
WEC 50: Cruz vs. Benavidez;Brad Pickett;Scott Jorgensen;U. DEC;;3;5:00;Aug. 18, 2010
WEC 50: Cruz vs. Benavidez;Zachary Micklewright;Bart Palaszewski;KO/TKO;Punch;2;0:31;Aug. 18, 2010
WEC 50: Cruz vs. Benavidez;Anthony Njokuani;Maciej Jewtuszko;KO/TKO;Punches;1;1:35;Aug. 18, 2010
WEC 50: Cruz vs. Benavidez;Mackens Semerzier;Javier Vazquez;SUB;Rear Naked Choke;2;1:35;Aug. 18, 2010
WEC 50: Cruz vs. Benavidez;Dave Jansen;Ricardo Lamas;U. DEC;;3;5:00;Aug. 18, 2010
WEC 50: Cruz vs. Benavidez;Bryan Caraway;Fredson Paixao;S. DEC;;3;5:00;Aug. 18, 2010
WEC 50: Cruz vs. Benavidez;Dustin Poirier;Danny Castillo;U. DEC;;3;5:00;Aug. 18, 2010
WEC 51: Aldo vs. Gamburyan;Manvel Gamburyan;Jose Aldo;KO/TKO;Punch;2;1:32;Sep. 30, 2010
WEC 51: Aldo vs. Gamburyan;Jamie Varner;Donald Cerrone;U. DEC;;3;5:00;Sep. 30, 2010
WEC 51: Aldo vs. Gamburyan;Charlie Valencia;Miguel Torres;SUB;Rear Naked Choke;2;2:25;Sep. 30, 2010
WEC 51: Aldo vs. Gamburyan;Chan Sung Jung;George Roop;KO/TKO;Kick;2;1:30;Sep. 30, 2010
WEC 51: Aldo vs. Gamburyan;Leonard Garcia;Mark Hominick;S. DEC;;3;5:00;Sep. 30, 2010
WEC 51: Aldo vs. Gamburyan;Pablo Garza;Tiequan Zhang;SUB;Guillotine Choke;1;2:26;Sep. 30, 2010
WEC 51: Aldo vs. Gamburyan;Cole Province;Mike Brown;KO/TKO;Punches;1;1:18;Sep. 30, 2010
WEC 51: Aldo vs. Gamburyan;Ed Ratcliff;Chris Horodecki;S. DEC;;3;5:00;Sep. 30, 2010
WEC 51: Aldo vs. Gamburyan;Tyler Toner;Diego Nunes;U. DEC;;3;5:00;Sep. 30, 2010
WEC 51: Aldo vs. Gamburyan;Chad George;Antonio Banuelos;U. DEC;;3;5:00;Sep. 30, 2010
WEC 51: Aldo vs. Gamburyan;Nick Pace;Demetrious Johnson;U. DEC;;3;5:00;Sep. 30, 2010
WEC 52: Faber vs. Mizugaki;Takeya Mizugaki;Urijah Faber;SUB;Rear Naked Choke;1;4:50;Nov. 11, 2010
WEC 52: Faber vs. Mizugaki;Javier Vazquez;Chad Mendes;U. DEC;;3;5:00;Nov. 11, 2010
WEC 52: Faber vs. Mizugaki;Francisco Rivera;Erik Koch;KO/TKO;Kick;1;1:36;Nov. 11, 2010
WEC 52: Faber vs. Mizugaki;Wagnney Fabiano;Joseph Benavidez;SUB;Guillotine Choke;2;2:45;Nov. 11, 2010
WEC 52: Faber vs. Mizugaki;Damacio Page;Demetrious Johnson;SUB;Guillotine Choke;3;2:27;Nov. 11, 2010
